Name,Artist,Topic,Lyrics
I Ain't no joke,"Rakim, Eric B.",Other,"I ain't no joke, I used to let the mic smoke Now I slam it when I'm done and make sure it's broke When I'm gone no one gets on cause I won't let Nobody press up and mess up the scene I set I like to stand in a crowd and watch the people wonder damn But think about it then you'll understand I'm just an addict addicted to music Maybe it's a habit, I gotta use it Even if it's jazz or the quiet storm I hook a beat up convert it in a hip-hop form Write a rhyme in graffitti in every show you see me in Deep concentration cause I'm no comedian Jokers are wild if you wanna be tame I treat you like a child then you're gonna be named Another enemy, not even a friend of me Cause you'll get fried in the end if you pretend to be Competing cause I just put your mind on pause And I can beat you when you compare my rhyme wit yours I wake you up and as I stare in your face you seem stun Remember me, the one you got your idea from But soon you start to suffer but you only get rougher When you start to stutter that's when you had enough of Biting it, I make you choke, you can't provoke You can't cope, you should of broke cause I ain't no joke I got a question, it's serious as cancer Who can keep the average dancer Hyper as a heart attack nobody smiling Cause you're expressing the rhyme that I'm styling This is what we all sit down to write You can't make it so you take it home, break it and bite Use pieces and bits of all the hip-hop hits Get the style down pack then it's time to switch Put my tape on pause and add some more to yours Then you figure you're ready for the neighborhood chores The e-m-c-e-e don't even try to be When you come up to speak, don't even lie to me You like to exaggerate, dream and imaginate Then change the rhyme around, that can aggravate me So when you see me come up, freeze Or you'll be one of those 7 mc's They think that I'm a new jack but only if they knew that They who think wrong are they who can't do that Style that I'm doing, they might ruin Patterns of paragraphs based on you and Your offbeat dj, if anything he play Sound familiar, I'll wait til e say Play 'em, so I'mma have to dis and broke You could get a smack for this, I ain't no joke I hold the microphone like a grudge B'll hold the record so the needle don't budge I hold a conversation cause when I invent I nominated my dj the president When I'm senile, people freestyle, going steadily So pucker up and whistle my melody But whatever you do, don't miss one They'll be another rough rhyme after this one Before you know it, you're following and fiendin' Waiting for the punchline to get the meaning Like before the middle of my story I'm telling Nobody beats the r so stop yelling Save it, put it in your pocket for later Cause I'm moving the crowd and b a record fader No interruptions and the mic is broke When I'm gone, then you can joke Cause everything is real on a serious tip Keep playing and I get furious quick And take you for a walk through hell Feed your dome then watch your eyeballs swell Guide you out of triple state darkness When it get dark again then I'mma spark this Microphone cause the heat is on, you see smoke And I'm finish when the beat is gone, I'm no joke"
CREAM,Wu-Tang Clan,Other,"What that nigga want God? Word up, look out for the cops (Wu-Tang five finger shit) (Cash Rules) Word up, two for fives over here baby Word up, two for fives them niggas got garbage down the way, word up Know what I'm sayin'? (Cash Rules Everything Around Me C.R.E.A.M. get) Yeah, check this ol' fly shit out Word up (Cash Rules Everything Around Me) Take you on a natural joint (C.R.E.A.M. get the money) Here we here we go (Dolla dolla bill y'all) Check this shit, yo! I grew up on the crime side, the New York Times side Staying alive was no jive Had second hands, moms bounced on old men So then we moved to Shaolin land A young youth, yo rockin' the gold tooth, 'Lo goose Only way, I begin to G off was drug loot And let's start it like this son, rollin' with this one And that one, pullin' out gats for fun But it was just a dream for the teen, who was a fiend Started smokin' woolas at sixteen And running up in gates, and doing hits for high stakes Making my way on fire escapes No question I would speed, for cracks and weed The combination made my eyes bleed No question I would flow off, and try to get the dough all Sticking up white boys in ball courts My life got no better, same damn 'Lo sweater Times is ruff and tuff like leather Figured out I went the wrong route So I got with a sick ass click and went all out Catchin' keys from across seas Rollin in MPV's, every week we made forty G's Yo nigga respect mine, or here go the TEC-9 Ch-chick-POW! Move from the gate now Cash, Rules, Everything, Around, Me C.R.E.A.M. Get the money Dollar, dollar bill y'all Cash, Rules, Everything, Around, Me C.R.E.A.M. Get the money Dollar, dollar bill y'all It's been twenty-two long hard years, I'm still strugglin' Survival got me buggin', but I'm alive on arrival I peep at the shape of the streets And stay awake to the ways of the world 'cause shit is deep A man with a dream with plans to make C.R.E.A.M. Which failed I went to jail at the age of 15 A young buck sellin' drugs and such who never had much Trying to get a clutch at what I could not The court played me short, now I face incarceration Pacin' going upstate's my destination Handcuffed in back of a bus, forty of us Life as a shorty shouldn't be so rough But as the world turns I learned life is hell Living in the world no different from a cell Everyday I escape from Jakes givin' chase, sellin' base Smokin' bones in the staircase Though I don't know why I chose to smoke sess I guess that's the time when I'm not depressed But I'm still depressed, and I ask what's it worth? Ready to give up so I seek the Old Earth Who explained working hard may help you maintain To learn to overcome the heartaches and pain We got stickup kids, corrupt cops, and crack rocks And stray shots, all on the block that stays hot Leave it up to me while I be living proof To kick the truth to the young black youth But shorty's running wild smokin' sess drinkin' beer And ain't trying to hear what I'm kickin' in his ear Neglected, for now, but yo, it gots to be accepted That what? That life is hectic Cash, Rules, Everything, Around, Me C.R.E.A.M. Get the money Dollar, dollar bill y'all Cash, Rules, Everything, Around, Me C.R.E.A.M. Get the money Dollar, dollar bill y'all Cash, Rules, Everything, Around, Me C.R.E.A.M. Get the money Dollar, dollar bill y'all Cash, Rules, Everything, Around, Me C.R.E.A.M. Get the money Dollar, dollar bill y'all"
The Humpty Dance,Digital Underground,Other,"All right! Stop whatcha doin' 'Cause I'm about to ruin The image and the style that ya used to I look funny But yo I'm makin' money, see So yo world I hope you're ready for me Now gather round I'm the new fool in town And my sound's laid down by the Underground I drink up all the Hennessey ya got on ya shelf So just let me introduce myself My name is Humpty, pronounced with a Umpty Yo ladies, oh how I like to hump thee And all the rappers in the top ten--please allow me to bump thee I'm steppin' tall, y'all And just like Humpty Dumpty You're gonna fall when the stereos pump me I like to rhyme I like my beats funky I'm spunky. I like my oatmeal lumpy I'm sick wit dis, straight gangsta mack But sometimes I get ridiculous I'll eat up all your crackers and your licorice Hey yo fat girl, come here--are ya ticklish? Yeah, I called ya fat Look at me, I'm skinny It never stopped me from gettin' busy I'm a freak I like the girls with the boom I once got busy in a Burger King bathroom I'm crazy Allow me to amaze thee They say I'm ugly but it just don't faze me I'm still gettin' in the girls' pants And I even got my own dance The Humpty Dance is your chance to do the hump Do the Humpty Hump, come on and do the Humpty Hump Do the Humpty Hump, just watch me do the Humpty Hump Do ya know what I'm doin', doin' the Humpty Hump Do the Humpty Hump, do the Humpty Hump People say ""Yo, Humpty, you're really funny lookin'"" That's all right 'cause I get things cookin' Ya stare, ya glare, ya constantly try to compare me But ya can't get near me I give 'em more, see, and on the floor, be All the girls they adore me Oh yes, ladies, I'm really bein' sincere 'Cause in a 69 my humpty nose will tickle ya rear My nose is big, uh-uh I'm not ashamed Big like a pickle, I'm still gettin' paid I get laid by the ladies, ya know I'm in charge Both how I'm livin' and my nose is large I get stoopid, I shoot an arrow like Cupid I use a word that don't mean nothin', like looptid I sang on Doowhutchalike, and if ya missed it I'm the one who said just grab 'em in the biscuits Also told ya that I like to bite Well, yeah, I guess it's obvious, I also like to write All ya had to do was give Humpty a chance And now I'm gonna do my dance The Humpty Dance is your chance to do the hump Do the Humpty Hump, come on and do the Humpty Hump Do the Humpty Hump, just watch me do the Humpty Hump Do ya know what I'm doin', doin' the Humpty Hump Do the Humpty Hump, do the Humpty Hump Oh, yeah, that's the break, y'all Let me hear a little bit of that bass groove right here Oh, yeah! Now that I told ya a little bit about myself Let me tell ya a little bit about this dance It's real easy to do--check it out First I limp to the side like my leg was broken Shakin' and twitchin' kinda like I was smokin' Crazy wack funky People say ya look like M.C. Hammer on crack, Humpty That's all right 'cause my body's in motion It's supposed to look like a fit or a convulsion Anyone can play this game This is my dance, y'all, Humpty Hump's my name No two people will do it the same Ya got it down when ya appear to be in pain Humpin', funkin', jumpin' Jig around, shakin' ya rump And when the dude a chump pump points a finger like a stump Tell him step off, I'm doin' the Hump The Humpty Dance is your chance to do the hump Do the Humpty Hump, come on and do the Humpty Hump Do the Humpty Hump, just watch me do the Humpty Hump Do ya know what I'm doin', doin' the Humpty Hump Do the Humpty Hump, do the Humpty Hump Black people, do the Humpty Hump, do the Humpty Hump White people, do the Humpty Hump, do the Humpty Hump Puerto Ricans, do the Humpty Hump, just keep on doin' the hump Samoans, do the Humpty Hump, do the Humpty Hump Let's get stoopid! The Humpty Dance is your chance to do the hump Do the Humpty Hump, come on and do the Humpty Hump Do the Humpty Hump, just watch me do the Humpty Hump Do ya know what I'm doin', doin' the Humpty Hump Do the Humpty Hump, do the Humpty Hump Oh, yeah, come on and break it down Once again, the Underground is in the house I'd like to send a shout out to the whole world Keep on doin' the Humpty Dance And to the ladies Peace and humptiness forever"
Electric Relaxation,Tribe Called Quest,Other,"Relax yourself girl, please settle down Relax yourself girl, please settle down Relax yourself girl, please settle down Relax yourself girl, please settle down Relax yourself girl, please settle down Relax yourself girl, please settle down Honey, check it out, you got me mesmerized With your black hair and fat-ass thighs Street poetry is my everyday But yo, I gotta stop when you trot my way If I was working at the club you would not pay Ay yo, my man Phife Diggy, he got something to say I like 'em brown, yellow, Puero Rican or Haitian (uh) Name is Phife Dawg from the Zulu Nation Told you in the jam that we can get down Now let's knock the boots like the group H-Town You got BBD all on your bedroom wall But I'm above the rim and this is how I ball A gritty little something on the New York streets This is how I represent over this here beat Talking 'bout you Yo, I took you out But sex was on my mind for the whole damn route My mind was in a frenzy and a horny state But I couldn't drop dimes 'cause you couldn't relate Relax yourself girl, please settle down (you couldn't relate) Relax yourself girl, please settle down (you couldn't relate) Relax yourself girl, please settle down Relax yourself girl, please settle down Relax yourself girl, please settle down Relax yourself girl, please settle down Stretch out your legs, let me make you bawl Drive you insane, drive you up the wall Staring at your dome-piece, very strong Stronger than pride, stronger than Teflon Take you on the ave and you buy me links Now I wanna pound the putang until it stinks You can be my mama and I'll be your boy Original rude bwoy, never am I coy You can be a shorty in my ill convoy Not to come across as a thug or a hood (what?) But hon', you got the goods, like Madelyne Woods By the way, my name's Malik, The Five-Foot Freak Let's say we get together by the end of the week She simply said, ""No, "" labeled me a hoe I said, ""How you figure?"" ""My friends told me so"" I hate when silly groupies wanna run they yap Word to God, hon', I don't get down like that I'll have you weak in the knees that you could hardly speak Or we could do like Uncle L and swing an ep in my Jeep Keep it on the down, yo, we keep it discrete See, I'm not the type of kid to have my biz in the streets If my mom don't approve, then I'll just elope Let me save the little man from inside the boat Let me hit it from the back, girl I won't catch a hernia Bust off on your couch, now you got Seamen's Furniture Shaheed, Phife and the Extra P Stacy Beadle, PJ and my man LG They know the Abstract is really soul on ice The character is of men, never ever of mice Shorty let me tell you about my only vice It has to do with lots of loving and it ain't nothing nice Relax yourself, girl, please settle down (it ain't nothing nice) Relax yourself, girl, please settle down (it ain't nothing nice) Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down"
Till I Collapse,Eminem,Other,"Cause sometimes you just feel tired, you feel weak And when you feel weak you feel like you want to just give up But you gotta search within you, you gotta find that inner strength And just pull that shit out of you and get that motivation to not give up And not be a quitter, no matter how bad you want to just fall flat on your face and collapse 'Til I collapse I'm spilling these raps long as you feel 'em 'Til the day that I drop you'll never say that I'm not killing 'em 'Cause when I am not then I'm a stop pinning them And I am not hip-hop and I'm just not Eminem Subliminal thoughts when I'm stop sending them Women are caught in webs spin and hock venom Adrenaline shots of penicillin could not get the illin' to stop Amoxicillin is just not real enough The criminal cop killing hip-hop filling a Minimal swap to cop millions of Pac listeners You're coming with me, feel it or not You're gonna fear it like I showed you the spirit of god lives in us You hear it a lot, lyrics that shock, is it a miracle Or am I just a product of pop fizzing up For shizzle my whizzle this is the plot listen up You Bizzles forgot Slizzle does not give a fuck 'Til the roof comes off, till the lights go out 'Til my legs give out, can't shut my mouth. 'Til the smoke clears out and my high perhaps I'm a rip this shit till my bone collapse. 'Til the roof comes off, till the lights go out 'Til my legs give out, can't shut my mouth. 'Til the smoke clears out and my high perhaps I'm a rip this shit till my bone collapse. Music is like magic there's a certain feeling you get When you're real and you spit and people are feeling your shit This is your moment and every single minute you spittin' Trying to hold onto it 'cause you may never get it again So while you're in it try to get as much shit as you can And when your run is over just admit when it's at its end 'Cause I'm at the end of my wits with half the shit that gets in I got a list, here's the order of my list that it's in; It goes, Reggie, Jay-Z, Tupac and Biggie Andre from Outkast, Jada, Kurupt, Nas and then me But in this industry I'm the cause of a lot of envy So when I'm not put on this list the shit does not offend me That's why you see me walk around like nothing's bothering me Even though half you people got a fuckin' problem with me You hate it but you know respect you've got to give me The press's wet dream like Bobby and Whitney, Nate hit me 'Til the roof comes off, till the lights go out 'Til my legs give out, can't shut my mouth. 'Til the smoke clears out and my high perhaps I'm a rip this shit till my bone collapse. 'Til the roof comes off, till the lights go out 'Til my legs give out, can't shut my mouth. 'Til the smoke clears out and my high perhaps I'm a rip this shit till my bone collapse. Soon as a verse starts I eat at an MC's heart What is he thinking? Enough to not go against me, smart And its absurd how people hang on every word I'll probably never get the props I feel I ever deserve But I'll never be served my spot is forever reserved If I ever leave earth that would be the death of me first 'Cause in my heart of hearts I know nothing could ever be worse That's why I'm clever when I put together every verse My thoughts are sporadic, I act like I'm an addict I rap like I'm addicted to smack like I'm Kim Mathers But I don't want to go forth and back in constant battles The fact is I would rather sit back and bomb some rappers' So this is like a full blown attack I'm launching at 'em The track is on some battling raps who want some static 'Cause I don't really think that the fact that I'm Slim matters A plaque of platinum status is whack if I'm not the baddest 'Til the roof comes off, till the lights go out 'Til my legs give out, can't shut my mouth. 'Til the smoke clears out and my high perhaps I'm a rip this shit till my bone collapse. 'Til the roof comes off, till the lights go out 'Til my legs give out, can't shut my mouth. 'Til the smoke clears out and my high perhaps I'm a rip this shit till my bone collapse. Until the roof (Until the roof) The roof comes off (The roof comes off) Until my legs (Until my legs) Give out from underneath me (Underneath me, I) I will not fall I will stand tall Feels like no one can beat me"
Wats Wrong,Isaiah Rashad,Other,"Cut my hair and bump my head and fell on top And run on sins, and front on friends If we don't win then pay your Tithes and mend your fins And we alright, the KO kins on big o' rims And LA hoes, if that ain't rolled up, I ain't go I ain't home, I ain't them, I ain't them No more ends and no more trends And photo tint and photo lens, notice this Pour this shit, bonafide, woe is me Bowl of grease, naked pimp, beamin' up, clean as fuck Other side chill for niggas, makin' life look clear for niggas Hill for niggas, tip top cliff for niggas, this the vision side to side So give the nigga, if we honest you gon' miss a nigga Twisted with 'em, this the isms See your bitch might kiss a nigga, which nigga? Get specific Big ass pot, wrist is glistened, your list is shit And your, if it isn't, let's call some titties and scar your face The robe of wrongs has caught a case Other niggas they mob like Cartise from far away All my niggas like: ""Calm down"" Lovin' life above a reason, just can't find it like a dozen people Catch that vibe at night, and Bobby Whitney Get too tired to write and died in prison Felt like Rob tonight, lost my God tonight? Oh, sometimes I get so ahead of myself Feel like I'm runnin' in circles Oh, and I'm just holdin' onto my belt I need smoke just to exhale Oh, and I get so ahead of myself But I'll make it out somehow So roll now another one, roll one, another one up and put it All in the air now How many souls do you touch a day? How many hoes do you fuck a day? How many flows do your thought convey? How many ""No"" you can't walk away? Depending on the way I feel, I might kill everybody around me Might heal everybody around me, how the wind blow Open your window, at the debris and never let me in I kick back with kick though Maybe if I could live a hundred years that be real? Pay me if Imma be rhymin' these homonyms Crazy my others, yeah, wait 'til my momma knew My daddy said a Mercedes had haunted him But now I got one, I'm ridin' shotgun With a three-piece chicken dinner and shot gun I bring your weekend to an end and pop one I'm in the deep end, boss nigga you not one And I believe in Kool-Aid and God's son Do you believe that Black man is our son? I made enough residuals to hide some I gave enough, my niggas know I divide some I told Zay, I'm the best rapper since twenty five Been like that for a while now, I'm twenty-nine Any nigga that disagree is a fuckin' liar Pardon me, see my alter ego was Gemini He and I been around ever since Reagan was criticized Might stay in the Trump tower for one week Spray paint all the walls and smoke weed Fuck them and fuck y'all and fuck me I proceed my last check in proceeds To all the kids, the hood, the bricks, the books To fix the blocks we on to right my wrongs The word, to give the life we live as I get... ...so ahead of myself Feel like I'm runnin' in circles Oh, and I'm just holdin' onto my belt I need smoke just to exhale Oh, and I get so ahead of myself But I'll make it out somehow So roll now another one, roll one, another one up and put it All in the air now Oh, you got two Xannies, oh, just don't forget me Love me for the moment, hug me like a sibling We ain't that important, vice cops in the kitchen Grew with Apollonia, Rob was makin' chicken Beat me down, you beat me down, reorganize my face Now when I go home, I don't know what my fam gon' say They say it ain't love cause you bought flowers yesterday Thoughts was always cheap, cheap, cheap But now let's talk 'bout me, me, me, me, me Lately I been comin', this ain't goin' how I wanted When I pull up at your window, bitch come out, you hear that beep, beep, beep Faithful as your EBT, closer than you momma can Anger when you rang up, I'm a dog but I'm gon' crawl again Freak me out, keep me out, why they always leave me out Niggas that been hatin' just can't wait to have my CD now Don't we look like CP and Nirvana on that keep me pound Please me now, I been more than late... wait Oh, sometimes I get so ahead of myself Feel like I'm runnin' in circles Oh, and I'm just holdin' onto my belt I need smoke just to exhale Oh, and I get so ahead of myself But I'll make it out somehow So roll now another one, roll one, another one up and put it All in the air now All in the air now I called to tell you the story, man A few years ago I gave my pops, uh Cilvia, Cilvia Demo And my pops said, uh He listened to it for about a week, he came back to me, he said, uh He said: ""Dang boy, why -"" ""They talkin' 'bout -"" ""He gon' run up in somebody house..."" ""He... he talkin' 'bout you?"""
Around the way girl,LL Cool J,Other,"You got me shook up, shook down, shook out On your loving, on your loving I want a girl with extensions in her hair Bamboo earrings, at least two pair A Fendi bag and a bad attitude That's all I need to get me in a good mood She can walk with a switch and talk with street slang I love it when a woman ain't scared to do her thing Standing at the bus stop sucking on a lollipop Once she gets pumping it's hard to make the hottie stop She likes to dance to the rap jam She sweet as brown sugar with the candied yams Honey coated complexion, using Camay Let's hear it for the girl, she's from around the way I need an around the way girl Around the way girl That's the one for me She's the only one for me I need an around the way girl (You got me shook up, shook down, shook out on your loving) Silky, milky her smile is like sunshine That's why I had to dedicate at least one rhyme To all the cuties in the neighborhood 'Cause if I didn't tell you then another brother would Your sweet like sugar with your gangster talk Want to eat you like a cookie when I see you walk With your rayon, silk or maybe even denim It really doesn't matter as long as you're in them You can break hearts and manipulate minds Or surrender act tender be gentle and kind You always know what to say and do Cold flip when you think your man is playing you Not cheap or petty, you're ready for loving You're real independent so your parents be bugging But if you ever need a place to stay Come around my way I need an around the way girl Around the way girl That's the one for me She's the only one for me (To the bridge) I need an around the way girl (You got me shook up, shook down, shook out on your loving) Perm in your hair or even a curly weave With your New Edition Bobby Brown button on your sleeve I tell you come here, you say meet me half way 'Cause brothers been popping that game all day Around the way you're like a neighborhood jewel All the home boys sweat you so you're crazy cool Wear your gold in the summer with your biking shorts While you watching all the brothers on the basketball court Going to the movies with your homegirl's crew While the businessmen in suits be hawking you Baby, hair pumping, lip gloss is shining I think you in the mood for whining and dining So we can go out and eat somewhere We got a lot of private jokes to share Lisa, Angela, Pamela, Renee I love you, you're from around the way I need an around the way girl Around the way girl That's the one for me She don't love him (You got me shook) I need an around the way girl An around the way girl Fine as can be I need an around the way girl That's the one for me I need an around the way girl Fine as can be"
4:44,Jay-Z,Other,"Do I find it so hard When I know in my heart I'm letting you down everyday Letting you down everyday Why do I keep on running away? Look, I apologize, often womanize Took for my child to be born See through a woman's eyes Took for these natural twins to believe in miracles Took me too long for this song I don't deserve you, I harass you out in Paris Please come back to Rome, you make it home We talked for hours when you were on tour Please pick up the phone, pick up the phone Said: ""Don't embarrass me, "" instead of ""Be mine"" That was my proposal for us to go steady That was your 21st birthday, you mature faster than me I wasn't ready, so I apologize I've seen the innocence leave your eyes I still mourn this death, I apologize for all the stillborns 'Cause I wasn't present, your body wouldn't accept it I apologize to all the woman whom I Toyed with you emotions because I was emotionless I apologize 'cause at your best you are love And because I fall short of what I say I'm all about Your eyes leave with the soul that your body once housed And you stare blankly into space Thinkin' of all the time you wasted in on all this basic shit So I apologize I'm never gonna treat you Never gonna treat you like I should I apologize, our love was one for the ages and I contained us And all this ratchet shit and we more expansive now Meant to cry and die alone in these mansions Or sleep with our back turned We're supposed to vacay 'til our backs burn We're supposed to laugh 'til our hearts stops And then we end a space with a dark stop And let love light the way Like the men before me, I cut off my nose to spite my face I never wanted another woman to know Something about me that you didn't know I promised, I cried, I couldn't hold I suck at love, I think I need a do-over I will be emotionally available if I invited you over I stew over what if you over my shit? I'm never gonna treat you Never gonna treat you like I should And if my children knew, I don't even know what I would do If they ain't look at me the same I would probably die with all the shame ""You did what with who?"" What good is a ménage à trois when you have a soulmate? ""You risked that for Blue?"" If I wasn't a superhero in your face My heart breaks for the day I had to explain my mistakes And the mask goes away and Santa Claus is fake And you go online and see For Blue's tooth, the tooth fairy didn't pay I'm never gonna treat you like I should"
Can I Kick It,a Tribe called quest,Other,"Can I kick it? (Yes, you can!) Can I kick it? (Yes, you can!) Can I kick it? (Yes, you can!) Can I kick it? (Yes, you can!) Can I kick it? (Yes, you can!) Can I kick it? (Yes, you can!) Can I kick it? (Yes, you can!) Well, I'm gone (Go on then!) Can I kick it? To all the people who can Quest like A Tribe does Before this, did you really know what live was? Comprehend to the track, for it's why 'cause Getting measures on the tip of the vibers Rock and roll to the beat of the funk fuzz Wipe your feet really good on the rhythm rug If you feel the urge to freak, do the jitterbug Come and spread your arms if you really need a hug Afrocentric living is a big shrug A life filled with that's what I love A lower plateau is what we're above If you diss us, we won't even think of Will Nipper the doggy give a big shove? This rhythm really fits like a snug glove Like a box of positives is a plus, love As the Tribe flies high like a dove Can I kick it? (Yes, you can!) Can I kick it? (Yes, you can!) Can I kick it? (Yes, you can!) Can I kick it? (Yes, you can!) Can I kick it? (Yes, you can!) Can I kick it? (Yes, you can!) Can I kick it? (Yes, you can!) Well, I'm gone (Go on then!) Can I kick it? To my Tribe that flows in layers Right now, Phife is a poem sayer At times, I'm a studio conveyor Mr. Dinkins, would you please be my mayor? You'll be doing us a really big favor Boy this track really has a lot of flavor When it comes to rhythms, Quest is your savior Follow us for the funky behavior Make a note on the rhythm we gave ya Feel free, drop your pants, check your hair Do you like the garments that we wear? I instruct you to be the obeyer A rhythm recipe that you'll savor Doesn't matter if you're minor or major Yes, the Tribe of the game, rhythm player As you inhale like a breath of fresh air"
Take Care,Drake,Other,"I know you've been hurt by someone else I can tell by the way you carry yourself If you let me, here's what I'll do I'll take care of you I've loved and I've lost I've asked about you and they told me things But my mind didn't change and I still feel the same What's a life with no fun? Please, don't be so ashamed I've had mine, you've had yours, we both know, we know They won't get you like I will, my only wish is I die real 'Cause that truth hurts and those lies heal And you can't sleep thinking that he lies still So you cry still, tears all on the pillowcase Big girls all get a little taste, ah Pushing me away so I give her space, ah Dealing with a heart that I didn't break I'll be there for you, I will care for you I keep thinking you just don't know Tryna run from that, say you done with that On your face, girl, it just don't show When you're ready, just say you're ready When all the baggage just ain't as heavy And the party's over, just don't forget me We'll change the pace and we'll just go slow You won't ever have to worry, you won't ever have to hide And you've seen all my mistakes, so look me in my eyes 'Cause if you let me, here's what I'll do I'll take care of you I've loved and I've lost Yeah It's my birthday, I'll get high if I want to Can't deny that I want you but I'll lie if I have to 'Cause you don't say you love me To your friends when they ask you Even though we both know that you do, you do One time, been in love one time You and all your girls in the club one time All so convinced that you're following your heart 'Cause your mind don't control what it does sometimes We all have our nights, though, don't be so ashamed I've had mine, you've had yours, we both know, we know You hate being alone well you ain't the only one You hate the fact that you bought the dream And they sold you one And you love your friends, but somebody should've told you some' To save you, instead, they say Don't tell me, I don't care If you hurt, I don't tell you You don't care, it feels true Don't tell me, I don't care If you hurt, I don't tell you You don't care, it feels true I know you've been hurt by someone else I can tell by the way you carry yourself If you let me, here's what I'll do I'll take care of you I've loved and I've lost"
U Can't touch this,M.C. Hammer,Other,"You can't touch this You can't touch this You can't touch this You can't touch this My, my, my, my (You can't touch this) Music hits me so hard Makes me say ""Oh, my Lord Thank you for blessing me With a mind to rhyme and two hyped feet"" It feels good when you know you're down A super dope homeboy from the Oaktown And I'm known as such And this is a beat, uh, you can't touch I told you, homeboy You can't touch this Yeah, that's how we livin', and ya know You can't touch this Look in my eyes, man You can't touch this Yo, let me bust the funky Iyrics You can't touch this Fresh new kicks and pants You got it like that Now you know you wanna dance So, move outta your seat And get a fly girl And catch this beat While it's rolling Hold on Pump a little bit and let 'em know it's going on Like that, like that Cold on a mission, so fall on back Let 'em know that you're too much And this is a beat, uh, they can't touch Yo, I told you You can't touch this Why you standing there, man? You can't touch this Yo, sound the bell, school's in, sucker You can't touch this Give me a song or rhythm Making them sweat, that's what I'm giving them Now, they know You talk about the Hammer When you're talkin 'bout a show That's hyped and tight Singers are sweatin' So pass them a wipe or a tape To learn What it's gonna take in the 90's to burn The chart's legit Either work hard or you might as well quit That's word, because, you know You can't touch this You can't touch this Break it down! Stop, Hammer time! ""Go with the flow"", it is said If you can't groove to this, then you probably are dead So, wave your hands in the air Bust a few moves Run your fingers through your hair This is it, for a winner Dance to this and you're gonna get thinner Now move, slide your rump Just for a minute, let's all do the bump (Bump, bump, bump) Yeah You can't touch this Look, man You can't touch this You'll probably get hyped, boy, 'cause you know you can't You can't touch this Ring the bell, school's back in Break it down! Stop, Hammer time! You can't touch this You can't touch this You can't touch this Break it down! Stop, Hammer time! Every time you see me That Hammer's just so hype I'm dope on the floor And I'm magic on the mic Now, why would I ever Stop doing this With others making records That just don't hit? I toured around the world From London to The Bay It's ""Hammer! Go, Hammer! MC Hammer! Yo, Hammer!"" And the rest can go and play ""U Can't Touch This"" You can't touch this You can't touch this Yeah You can't touch this I told you You can't touch this Too hype, you can't touch this Yo, we're outta here You can't touch this"
1985,Freddie Gibbs,Other,"My bro said ""Don't say that"" I said ""Fuck that, I'm gon' be gettin' a wooping anyway Don't make no goddamn difference"" Fuck that, I'm not one to find shit What your mom say? ""Take the garbage out, fuck"" (Yeah) Yeah, don't lose the beat motherfucker Take the garbage out Yeah yeah, I just upped the flows to the God level nigga what Yeah, yeah Finna up the flows to the God level, nigga, what Yeah, check check Yeah, mic check check Yeah, nigga, check check Yeah, bitch, check check Yeah, yeah Quarter thang to a whole thang, whole gang workin' (yeah) Hit a bitch with that extended clip or that revolver Shit'll serve the same purpose (bang, bang) Keep them beamin' up to Scotty in my crack lobby I can smell the 'caine burnin' Michael Jordan, 1985, bitch, I travel with the cocaine circus Put them F and Xs on your clowned ass Catch a nigga up and leave him down bad I go get a pack and take a nigga town And fuck his bitches with my out of town ass Bomb on niggas like Nagasaki Rocket next to my pocket, hot like hibachi Drop the check on the bitch man These niggas be lookin' like baby mommas in these Maseratis Bitch, I fuck up your face with a razor How I make sure your motherfuckin' family can't view your body Nigga thuggin' and shit, put my blood in his shit Prick my finger, Alfredo, Illuminati (Illuminati) Joe Pesci, pushin' product You niggas is sweeter than Joe Exotic On the run like Assata, so fuck the police As a nigga be chillin' in La Habana (up in La Habana) Police caught him with a whole thang Now they snitchin' man, whole gang workin' Gangland, made a lane in it If my name in it, it's a gang murder All my reps in the crack files, bitch, I got 'em up out the vault I'm the reason your mama be smokin' that Brillo and be rippin' them car antennas off Geekers beamin' up to Scotty in my crack lobby I can smell the 'caine burnin' Gangland, if you put a hit on Freddie 'caine it'll be a gang murder 1985, Michael Jordan, bitch, I travel with a cocaine circus Flow God level, like when Hov speak I make a song, weep, I got the game hurtin' Bitch, yeah yeah Flow God level, like when Hov speak I make a song, weep, I got the game hurtin' Yeah, yeah yeah Yeah, check check Check check Mic check check Check check Niggas need a check, check, yeah We got everybody in the house, tonight I'll wait for my DJ to get ready Nah"
